primaryTitle,genres,startYear
Pizza 3: The Mummy,"Drama,Horror,Thriller",2023
Madam Chief Minister,Drama,2021
Superwho?,"Action,Comedy",2021
Wild Flowers,Drama,2022
Octonauts: The Ring of Fire,Animation,2021
The Night Belongs to Lovers,"Drama,Romance",2021
Jaggu Ani Juliet,"Comedy,Romance",2023
Paachuvum Albhuthavilakkum,"Comedy,Drama",2023
Bye2,"Drama,Romance",2020
Unaad,Musical,2023
Dus,Action,1997
3:33,"Drama,Horror,Thriller",2021
2025 - The World enslaved by a Virus,"Adventure,Sci-Fi",2021
The Disappearance of Alice Creed,"Crime,Thriller",2009
Dogtooth,"Drama,Thriller",2009
Naan Kadavul,"Action,Drama",2009
Jaadugar,"Comedy,Drama,Fantasy",2022
Thank God,Comedy,2022
The Last Two Days,Thriller,2021
Damon's Revenge,"Action,Horror",2022
Vaahlam Jaao Ne,Romance,2022
Gandhi Godse Ek Yudh,"Drama,History",2023
The Power,"Action,Thriller",2021
The Last Man on Earth,Action,2021
Justice Society: World War II,"Action,Adventure,Animation",2021
Nneka the Pretty Serpent,"Horror,Mystery",2020
Soru Bowari,"Drama,Family,Romance",2003
Tumi Ashbe Bole,"Drama,Romance",2021
Dream,"Comedy,Drama,Sport",2023
The Razing,"Drama,Horror,Mystery",2022
Bajre Da Sitta,Drama,2022
Fighter,"Action,Drama",2024
Lazy in Bed Milf Fingering and Butt Slapping,Adult,2020
Milf Stripping and Teasing you with her Tits and Moaning,Adult,2020
Am I skilled enough for you?,Adult,2020
My Darling,Drama,2021
The Takedown,"Action,Comedy,Crime",2022
Santhosh Subramaniyam,"Comedy,Romance",2008
Aaraam Pathiraa,"Mystery,Thriller",\N
Good Luck Jerry,"Comedy,Crime,Drama",2022
Mask of the Devil,Horror,2022
Daag - Shades of Love,Comedy,2011
The Round Up,"Drama,History,War",2010
Second Origin,"Adventure,Horror,Sci-Fi",2015
Rubikon,"Drama,Sci-Fi,Thriller",2022
The Phantom Warrior,"Adventure,Fantasy,Sci-Fi",2024
Ash & Dust,"Crime,Thriller",2022
Icon,"Drama,Romance",2021
The Whale,Drama,2022
Stuck Together,Comedy,2021
Down with the King,Drama,2021
Bantú Mama,Drama,2021
Diary of a Wimpy Kid,"Animation,Comedy,Drama",2021
Yuni,Drama,2021
Thunder Chase,Action,2021
Check Mate,Romance,2021
Sashi,Romance,2021
Bondhu Tumi Amar,Romance,2011
Men,"Drama,Fantasy,Horror",2022
Pelé,"Biography,Documentary,Sport",2021
Thellavarithe Guruvaram,Comedy,2021
Power Play,Thriller,2021
Naane Varuvean,Thriller,2022
Beautiful Beings,Drama,2022
Janowar,"Crime,Drama,Thriller",2021
Immersion,Thriller,2021
Fabian: Going to the Dogs,"Drama,Romance",2021
Medusa,"Fantasy,Horror,Thriller",2021
The Box,Drama,2021
Bhoot Uncle Tusi Great Ho,Horror,2022
D Company,"Action,Crime,Thriller",2021
Mail,Drama,2021
Journey to Bethlehem,"Adventure,Family,Musical",2023
Vasantha Mullai,"Drama,Mystery,Thriller",2023
Corner Office,"Comedy,Mystery",2022
Return Ticket,Drama,2024
Candy Land,"Horror,Thriller",2022
13B: Fear Has a New Address,"Horror,Mystery,Thriller",2009
The Adjustment Bureau,"Crime,Drama,Mystery",2011
Guthlee Ladoo,Drama,2023
Not Today,Drama,2021
Sharks of the Corn,Horror,2021
Endangered Species,"Action,Thriller",2021
The Willowbrook,Thriller,2022
The Wisdom of Trauma,Documentary,2021
The Other Guys,"Action,Comedy,Crime",2010
Suicide Squad,"Action,Adventure,Fantasy",2016
Total Recall,"Action,Adventure,Sci-Fi",2012
Ip Man 2,"Action,Biography,Drama",2010
World Ends at Camp Z,"Action,Horror,Thriller",2021
Stamped from the Beginning,Documentary,2023
Ghani,Sport,2022
The Sadness,"Horror,Thriller",2021
Hunting Ava Bravo,"Action,Thriller",2022
Aaron... Albeit a Sex Hero,"Action,Comedy,Thriller",2009
Against the Ice,"Adventure,Drama,History",2022
The Eternal Daughter,"Drama,Mystery,Thriller",2022
Maarrich,"Crime,Mystery,Thriller",2022
Happening,Drama,2021
Cop Secret,"Action,Comedy",2021
Eiga Kureyon Shinchan: Otakebe! Kasukabe yasei-oukoku,"Animation,Comedy",2009
Mugavari,"Drama,Romance",2000
Yaaradi Nee Mohini,"Drama,Romance",2008
American Dreamer,Comedy,2022
India Lockdown,Drama,2022
Anweshippin Kandethum,"Crime,Drama,Mystery",2024
Sabhaapathy,"Comedy,Drama",2021
Neelavelicham,"Drama,Horror,Romance",2023
Sexual Drive,"Comedy,Drama",2021
Grand Jeté,Drama,2022
Last Survivors,"Crime,Thriller",2021
Downsizing,"Drama,Fantasy,Sci-Fi",2017
We Bought a Zoo,"Comedy,Drama,Family",2011
Favorite Son,Drama,2021
Atithi Bhooto Bhava,"Comedy,Drama,Romance",2022
Iftikhar,Drama,2022
The Bunker Game,"Horror,Mystery,Thriller",2022
Gotakhor,"Crime,Drama,Thriller",2022
The Cloud and the Man,"Drama,Fantasy",2021
Bhanwar Jindagi,Drama,2021
Kannagi,"Drama,Romance",2023
Rang Ratta,"Comedy,Drama,Romance",2023
578 Magnum,"Action,Drama",2022
In the Heart of the Sea,"Action,Adventure,Biography",2015
Spider-Man: Lotus,"Drama,Sci-Fi",2023
The Final,"Drama,Horror,Thriller",2010
Maryade Ramanna,Drama,2011
Namma Oorukku Ennadhan Achu,"Action,Drama,Romance",2021
Hardness,Drama,2011
Chirodini Tumi Je Amar,Romance,2008
I Love You,Romance,2007
Sathi,"Drama,Musical,Romance",2002
Adult Film: A Hollywood Tale,Comedy,2009
And Soon the Darkness,"Drama,Horror,Mystery",2010
Sanak,"Action,Thriller",2021
Sthaayi,Family,2021
Vaashi,"Drama,Thriller",2022
Republic,"Action,Drama,Thriller",2021
Dhoondte Reh Jaoge,"Comedy,Crime,Drama",2009
Black Site,"Action,Thriller",2022
Big Cat Trail,"Comedy,Horror,Thriller",2021
Meppadiyan,"Drama,Thriller",2022
Anek,"Action,Drama,Sport",2022
Beyond the Wall,"Crime,Drama,Mystery",2022
Idhe Maa Katha,Adventure,2021
The Grandson,"Action,Drama,Thriller",2021
The Hunger Games,"Action,Adventure,Sci-Fi",2012
Mad Max: Fury Road,"Action,Adventure,Sci-Fi",2015
Prisoners,"Crime,Drama,Mystery",2013
Boy Kills World,"Action,Comedy,Crime",2023
Showing Up,"Comedy,Drama",2022
Mafia Mamma,"Action,Comedy,Crime",2023
In the Forest,"Horror,Thriller",2022
Ivy + Bean,"Action,Comedy,Family",2022
Nanban Oruvan Vantha Piragu,Drama,2024
Salaar,"Action,Crime,Drama",2023
Daniel and Ana,"Drama,Thriller",2009
On a Wing and a Prayer,Drama,2023
Sex & Drugs & Rock & Roll,"Biography,Drama,Music",2010
Fast Vengeance,"Action,Crime,Drama",2021
How to Start a Small Business,Documentary,2021
Hunters,Action,2021
Desire,Drama,2009
Chariot,"Comedy,Drama,Sci-Fi",2022
Bishh,"Drama,Romance,Thriller",2009
Brahmastra,Action,1986
Amma Deevena,Drama,2021
Sher Gujjar,Action,2022
42 Kms.,"Drama,Sport",2009
Agent Vinod,"Action,Adventure,Thriller",2012
Pros and Cons of Being Single,"Comedy,Sci-Fi",2023
Once Upon a Time in Mumbaai,"Action,Crime,Drama",2010
Sainika,"Action,Drama",2002
Tenida and Company,"Comedy,Drama,Mystery",2023
Dumb Money,"Biography,Comedy,Drama",2023
Action Replayy,"Comedy,Romance,Sci-Fi",2010
Mr. Popper's Penguins,"Comedy,Family,Fantasy",2011
Horror in the High Desert,"Horror,Thriller",2021
It,Horror,2017
Draupadi the Horror Night,Horror,2022
Calls,Drama,2021
Elizabeth: A Portrait in Part(s),"Biography,Documentary,History",2022
Taken 2,"Action,Crime,Thriller",2012
Roop Nagar Ke Cheetey,Drama,2022
Well Done Abba!,Comedy,2009
Journey 2: The Mysterious Island,"Action,Adventure,Comedy",2012
Brazen,"Crime,Drama,Mystery",2022
Punnagai Desam,"Drama,Musical",2002
Spy Kids: Armageddon,"Action,Comedy,Family",2023
Pakka Commercial,"Action,Comedy",2022
Salute,"Action,Crime,Drama",2022
Crrush,Comedy,2021
Naagavalli,Drama,2012
Madhagaja,"Action,Crime,Thriller",2021
Locked In,"Drama,Thriller",2010
Miss Call,"Comedy,Romance",2021
Dark State,"Crime,Drama,Mystery",2021
S.P.E.E.D.,Biography,2023
C.O.M.M.U.N.I.C.A.T.I.O.N.,"Adventure,Biography,Comedy",2025
Straight Outta Compton,"Biography,Drama,History",2015
All the Lord's Men,"Comedy,Crime,Drama",2022
Miles of Love,"Comedy,Drama,Music",2021
Hero,"Action,Comedy",2021
The Royal Treatment,"Comedy,Family,Romance",2022
Be My Teacher,"Drama,Romance",2009
Dehati Disco,"Comedy,Musical",2022
Koi Jaane Na,"Crime,Thriller",2021
Bhalobasa Bhalobasa,"Comedy,Drama,Musical",2008
Padma,Drama,2022
Bhramam,Thriller,2021
Monster: The Josef Fritzl Story,"Crime,Documentary",2015
Transformers: Dark of the Moon,"Action,Adventure,Comedy",2011
Bitch Ass,"Action,Crime,Drama",2022
Challenge,"Action,Comedy,Drama",2009
Battala Ramaswami biopikku,"Comedy,Drama",2021
Zombie Crush in Heyri,"Action,Comedy",2020
The Impossible Murder,Mystery,2010
Winter's Bone,"Crime,Drama,Mystery",2010
Bad Girls,"Action,Adventure,Crime",2021
The Leech,"Comedy,Horror",2022
Secret Headquarters,"Action,Adventure,Comedy",2022
Bheeshma Parvam,"Action,Crime,Drama",2022
The Box in the Basement,Drama,2025
Death of a Virgin and the Sin of Not Living,"Comedy,Drama",2021
Mon Mane Na,"Action,Comedy,Drama",2008
Nireekshana,Drama,2023
Badla Jatti Da,"Action,Crime,Drama",1991
Gambeeram,"Action,Comedy,Crime",2004
Unknown,"Action,Mystery,Thriller",2011
Jinne Jamme Saare Nikamme,"Comedy,Drama",2021
Book of Love,"Comedy,Romance",2022
Premer Kahini,Romance,2008
I Give My First Love to You,"Drama,Romance",2009
Own the Room,Documentary,2021
"When I Grow Up, I Want to Be a Pornstar",Comedy,2021
The Reluctant Crime,Drama,2023
April 28 Em Jarigindi,"Drama,Horror,Thriller",2021
Aa Bhi Ja O Piya,"Family,Romance",2022
The Guardian,"Crime,Drama,Horror",2021
Paranoid: Everything Wipe from the Beginning,Thriller,2022
Baggio: The Divine Ponytail,"Biography,Drama,Sport",2021
Kaliveera,Action,2021
Baghead,"Horror,Mystery",2023
Northern Skies Over Empty Space,Crime,2022
Language Lessons,"Comedy,Drama",2021
Come Undone,"Drama,Romance",2010
Paradise: Love,Drama,2012
Sivakumarin Sabadham,"Comedy,Drama",2021
Wolves,"Action,Fantasy,Horror",2014
Chathuram,"Drama,Romance,Thriller",2022
Majjma,Drama,2021
Limbo,"Crime,Drama,Thriller",2021
Bad Luck Banging or Loony Porn,"Adult,Comedy,Drama",2021
Nostalgia,Drama,2022
Wheel of Fortune and Fantasy,"Drama,Romance",2021
A Cop Movie,"Action,Crime,Documentary",2021
Control,"Mystery,Sci-Fi,Thriller",2022
Nude Tuesday,"Comedy,Drama,Romance",2022
The System,"Action,Crime",2022
True Grit,"Drama,Western",2010
Run & Gun,"Action,Thriller",2022
Drive My Car,Drama,2021
Pathrosinte Padappukal,"Comedy,Romance",2022
Mugizh,Drama,2021
Natyam,Drama,2021
Election,"Action,Drama",2013
Ichata Vahanamulu Nilupa Radu,"Drama,Mystery,Romance",2021
WWW,Drama,2021
Remember Me,"Drama,Romance",2010
Ghar Jamai,"Action,Drama,Romance",2008
To Kill the Beast,"Drama,Fantasy,Mystery",2021
Dobaaraa,"Drama,Fantasy,Mystery",2022
All Eyes Off Me,"Comedy,Drama",2021
The World After Us,"Drama,Romance",2021
Terror on the Prairie,"Drama,Thriller,Western",2022
KTM,Drama,2024
Magic,Action,2021
Croc!,"Action,Horror",2022
Preetam,Romance,2021
Meri Awas Suno,"Drama,Musical",2022
Muru Muttugalu,\N,1970
Safe House 1618,"Crime,Horror",2021
Aamar Pratigya,Action,2008
Padaippalan,Thriller,2022
Shibaji,"Action,Drama,Thriller",2008
Yudhra,"Action,Drama,Thriller",2024
Paappan,"Crime,Drama,Mystery",2022
Hasyam,Drama,2021
Blacklight,"Action,Drama,Thriller",2022
Infinite Storm,"Drama,Thriller",2022
Last Train to Christmas,"Comedy,Drama,Fantasy",2021
A Greater Yes: The Story of Amy Newhouse,Drama,2009
Deborah,"Comedy,Drama,Sci-Fi",2022
The Wheel,Drama,2021
Befaam,Drama,2021
Dictionary,Drama,2021
Magnetic Beats,"Drama,History,Music",2021
Theethum Nandrum,Action,2021
Flight,"Action,Thriller",2021
Djibouti,"Drama,Thriller",2021
Ganesapuram,Drama,2021
Nootokka Zillala Andagaadu,"Comedy,Drama",2021
Arjuna Phalguna,"Comedy,Crime,Thriller",2021
The Adventures of Maid Marian,Adventure,2022
King,"Adventure,Comedy,Family",2022
Carnaval,Comedy,2021
Divaswapna,Drama,2021
Shirley,"Biography,Drama,History",2024
The Fam,Drama,2021
14 Peaks: Nothing Is Impossible,"Adventure,Documentary,Sport",2021
Krantiveer: The Revolution,"Action,Crime,Drama",2010
Star Trek Into Darkness,"Action,Adventure,Sci-Fi",2013
Ride Along,"Action,Comedy,Crime",2014
The Red Book Ritual,Horror,2022
Karma Strikes,"Drama,Romance,Thriller",2023
Lollipops,Thriller,2021
Hosticide,Horror,2022
Namo Boothatma,"Comedy,Drama,Horror",2014
Battlebox,"Drama,History,War",2023
Boys on Film 21: Beautiful Secret,Drama,2021
Seththumaan,Drama,2022
Gadera,"Drama,History,Thriller",2024
Tarot,Horror,2024
Chandavalliya Tota,"Drama,Family",1964
Bloomington,Drama,2010
Men in Black³,"Action,Adventure,Comedy",2012
Sarsenapati Hambirrao,"Action,Drama,History",2022
Friends,Comedy,2002
Dollu,Drama,2022
Nater Guru,"Comedy,Drama,Romance",2003
Kanabadutaledu,"Crime,Thriller",2021
Ajeeb Daastaans,"Drama,Romance",2021
Anbirkiniyal,"Drama,Thriller",2021
Thaen,Drama,2021
Somewhere in Queens,"Comedy,Drama,Sport",2022
Climax,"Crime,Mystery,Thriller",2021
Shimul Palash Katha,Drama,2021
Aanum Pennum,Drama,2021
Bhediya,"Comedy,Horror,Thriller",2022
Death Hunt,"Action,Thriller",2022
Symbol,"Comedy,Fantasy,Mystery",2009
Beauty and the Beast,"Drama,Fantasy,Horror",2010
Woh Ladki Hai Kahaan,"Comedy,Drama",\N
Dasvi,"Comedy,Drama",2022
Ticket to Paradise,"Comedy,Drama,Romance",2022
Hollywood Stargirl,"Comedy,Drama,Family",2022
Photo-Prem,Comedy,2021
Kantaar,Drama,2019
The Birth: 10000 BC,"Adventure,History",\N
The Huns,"Action,Adventure,History",2021
Tethered,"Drama,Horror,Mystery",2022
No Strings Attached,"Comedy,Romance",2011
Riddick,"Action,Adventure,Sci-Fi",2013
Love Hurts,Thriller,2022
The Story of Mother's Day,Family,2021
The Outfit,"Crime,Drama,Mystery",2022
The Hangover Part II,Comedy,2011
Hop,"Adventure,Animation,Comedy",2011
Monika O My Darling,"Comedy,Drama",2007
Dancing on Glass,"Drama,Thriller",2022
Kingdom of the Dinosaurs,"Adventure,Sci-Fi",2022
Nanda-Deepa,\N,1963
Jeepers Creepers: Reborn,"Horror,Mystery,Thriller",2022
I'm Totally Fine,"Comedy,Drama,Sci-Fi",2022
Hashtag Prem,Romance,2021
Free Hit Danka,Romance,2021
The Sleepless Unrest: The Real Conjuring Home,"Documentary,Horror,Mystery",2021
Kimi,"Crime,Drama,Mystery",2022
You Can Never Go Home Again,"Drama,Thriller",2022
Cougar Hunting,"Comedy,Romance",2011
12 Strong,"Action,Drama,History",2018
Lawyer Viswanath,"Comedy,Drama,Thriller",2021
American Mobster: Retribution,Action,2021
Priyan Ottathilanu,"Comedy,Family",2022
The Pale Blue Eye,"Crime,Horror,Mystery",2022
Mission Possible,"Action,Comedy,Crime",2021
The Next Level,Comedy,2007
Yesterday's Past,Drama,2021
Bannerghatta,"Adventure,Crime,Drama",2021
Dear Megha,Drama,2021
Preman,Drama,2021
Nimmuru,Drama,2021
Yodha,Drama,2009
Beavis and Butt-Head Do the Universe,"Animation,Comedy,Sci-Fi",2022
Pet Sematary: Bloodlines,"Fantasy,Horror",2023
Operation Jackpot,"Action,Mystery",1969
Shivarathri Mahatme,Fantasy,1964
Mindcage,"Crime,Drama,Horror",2022
Kannadadda Kiran Bedi,Drama,2009
Made in Caravan,"Adventure,Comedy,Drama",2023
Spooky College,"Comedy,Horror,Thriller",2023
For the Love of Money,"Drama,Thriller",2021
Darlings,"Comedy,Drama,Thriller",2022
Agyaat,"Adventure,Drama,Horror",2009
Seaspiracy,"Adventure,Documentary",2021
Madu,"Biography,Documentary",2024
A Good Person,Drama,2023
Chal Mera Putt 3,Comedy,2021
Sharp Stick,Comedy,2022
Fistful of Vengeance,"Action,Crime,Drama",2022
Penthouse,"Crime,Drama,Mystery",\N
Rustin,"Biography,Drama,History",2023
Tearsucker,Horror,2023
Peace River,Drama,2022
Ride or Die,"Crime,Drama,Romance",2021
Searching for Sheela,"Biography,Crime,Documentary",2021
7 Prisoners,"Crime,Drama",2021
Agent Game,"Action,Thriller",2022
Irul: Ghost Hotel,Horror,2021
Unnaipol Oruvan,"Action,Crime,Drama",2009
Gasoline Alley,"Action,Thriller",2022
Interceptor,"Action,Adventure,Drama",2022
Drushyam 2,"Crime,Drama,Mystery",2021
Hiralal,Biography,2021
Snowman,"Action,Drama",2022
Bardo: False Chronicle of a Handful of Truths,"Comedy,Drama",2022
Moonwalk,Musical,2025
Good Night Oppy,Documentary,2022
Maggie Moore(s),"Comedy,Crime,Mystery",2023
Vendhu Thanindhathu Kaadu,"Action,Crime,Drama",2022
Sabaash Chandrabose,Comedy,2022
Vaathil,"Drama,Thriller",2023
Chidiakhana,"Drama,Sport",2023
"Nna, Thaan Case Kodu","Comedy,Crime,Drama",2022
Declaration,Drama,2022
Zunjar,\N,2003
A Beautiful Breakup,"Romance,Thriller",2026
Bali,Horror,2021
The Good Witch of Christmas,"Comedy,Family,Fantasy",2022
Puzhu,"Drama,Thriller",2022
The Piper,"Horror,Music,Mystery",2023
Peace,"Comedy,Crime,Drama",2022
One Shot,"Action,Adventure,Crime",2021
Blueback,"Adventure,Drama,Family",2022
Sinphony,Horror,2022
Marathon Aarum pedikanda odikko,Comedy,2022
Teeja Punjab,"Drama,Romance",2021
Melancholie der Engel,"Drama,Fantasy,Horror",2009
The Fabelmans,Drama,2022
Bheemla Nayak,"Action,Drama,Thriller",2022
Game Changer,"Action,Drama,Thriller",2025
Bhala Thandanana,Drama,2022
Cocaine Bear,"Comedy,Crime,Thriller",2023
Lai Jhakaas,"Action,Comedy,Romance",2023
Potrobondhu,"Drama,Family,Romance",2021
HollyBlood,"Comedy,Fantasy,Horror",2022
Alanti Sitralu,Drama,2021
Caveman,Comedy,2023
Devarakondalo Vijay Premakatha,Drama,2021
Kadal Kuthira,Family,2022
Ferry,"Action,Crime,Drama",2021
Why Moths Fly to the Light?,Drama,2020
Io Capitano,"Adventure,Drama",2023
Groupie,"Crime,Horror,Mystery",2010
Family Switch,"Comedy,Family,Fantasy",2023
Love Like the Falling Petals,"Drama,Romance",2022
Chuzhal,Thriller,2021
Hridoye Lekho Naam,Drama,2012
Asteroid City,"Comedy,Drama,Romance",2023
Poor Things,"Comedy,Drama,Romance",2023
Saunkan Saunkne,"Comedy,Drama,Romance",2022
Ogo Bideshini,Drama,2011
We Couldn't Become Adults,"Drama,Romance",2021
Killer Concept,"Comedy,Horror,Thriller",2021
Tempt Raja,Comedy,2021
Agnee,"Action,Drama",2004
Stone,"Drama,Mystery,Thriller",2010
Choran,Drama,2022
Exorcist Vengeance,Horror,2022
Eyes Wide Open,"Drama,Romance",2009
Predators,"Action,Adventure,Sci-Fi",2010
Pushpaka Vimanam,"Comedy,Thriller",2021
Hotel Iris,Drama,2021
Itomichi,Drama,2021
Drifting Snow,Drama,2021
Born to Be Human,Drama,2021
Four to Dinner,"Comedy,Romance",2022
One Small Story,"Comedy,Drama",2021
RK/RKAY,Drama,2021
Ex,"Drama,Horror,Mystery",2021
Junglemahal: The Awakening,Horror,2023
Apartment: Rent at Your Own Risk,"Drama,Mystery,Thriller",2010
Wolfs,"Comedy,Crime,Thriller",2024
Jaago Hua Savera,Drama,1987
Hello Charlie,Comedy,2021
Flyover,Thriller,2021
Ei Ami Renu,Drama,2021
Lovelace,"Biography,Drama",2013
Last the Night,"Horror,Thriller",2022
P!nk: All I Know So Far,"Biography,Documentary,Music",2021
Third World Boys,"Adventure,Comedy,Drama",2022
Aileen Wuornos: American Boogeywoman,"Biography,Crime,Drama",2021
Abar Bochhor Koori Pore,Drama,2022
Cabin,Action,2021
Ripper Untold,"Crime,Drama,Horror",2021
Neninthe,"Action,Drama",2008
God Is a Bullet,"Action,Crime,Horror",2023
Robbing Mussolini,"Action,Comedy,Crime",2022
Coffee,"Drama,Romance",2022
Black Easter,"Action,Adventure,Drama",2021
Amor Bandido,"Crime,Drama,Romance",2021
Operation JuJuPi,"Drama,Fantasy",2021
HIT: The 2nd Case,"Crime,Drama,Mystery",2022
The Box,"Drama,Music,Musical",2021
One Stop for Love,"Comedy,Romance",2020
We Are Family,"Comedy,Drama,Family",2010
Hansel & Gretel: Witch Hunters,"Action,Fantasy,Horror",2013
Gulte Gang,Crime,2021
Meera Madhava Raghava,Drama,2007
Hospital,Horror,2020
Tandav,"Action,Drama",2021
Simon Daniel,"Adventure,Drama,Mystery",2022
Nix,"Drama,Fantasy,Horror",2022
Bhale Abbayilu,\N,1969
Mrs. Chatterjee vs. Norway,"Biography,Drama",2023
2gether: The Movie,"Comedy,Musical,Romance",2021
Tape Recorder,Romance,2021
Look Both Ways,"Comedy,Drama,Fantasy",2022
The Herald and the Horror,Horror,2021
"1,001 Ways to Enjoy the Missionary Position","Comedy,Drama,Sci-Fi",2010
Procession,Documentary,2021
Zombies 3,"Drama,Family,Horror",2022
The Wolverine,"Action,Sci-Fi",2013
Taboo 3 the Unforgettable Act,Drama,2021
Kuriyan Jawan Bapu Preshaan,"Comedy,Drama",2021
Kadampari,Horror,2021
The Pilot: A Battle for Survival,"Biography,Drama,History",2021
Arthur Christmas,"Adventure,Animation,Comedy",2011
Brick Mansions,"Action,Crime,Thriller",2014
Big Miracle,"Biography,Drama,Romance",2012
The Pirates! Band of Misfits,"Action,Adventure,Animation",2012
A Jazzman's Blues,"Drama,Mystery,Romance",2022
Happiness Ever After,"Drama,Romance",2021
Bank of Dave,"Biography,Comedy,Drama",2023
Me Time,Comedy,2022
Bandham,\N,1986
Deadpool,"Action,Comedy,Sci-Fi",2016
No Problem,"Action,Comedy,Crime",2010
Queens,Adventure,2022
Pachchis,"Action,Drama,Thriller",2021
Ottu,"Action,Thriller",2022
Maa,Drama,1992
Paradeshi Chadhei,Drama,1990
Nobody Sleeps in the Woods Tonight 2,"Comedy,Horror,Thriller",2021
Bartkowiak,"Action,Crime,Sport",2021
